maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
5,20,4,b,5-20-4-B,rāya ṛtāya sukrato gobhiḥ ṣyāma sadhamādo vīraiḥ syāma sadhamādaḥ,"For wealth, for Law. May we rejoice, Most Wise One! at the feast, with kine, rejoice, with heroes, at t",राय ऋताय सुक्रतो गोभिः ष्याम सधमादो वीरैः स्याम सधमादः,5-20-4,itthā | yathā | te | ūtaye | sahasā-van | dive-dive || rāye | r̥tāya | sukrato iti su-krato | gobhiḥ | syāma | sadha-mādaḥ | vīraiḥ | syāma | sadha-mādaḥ ||5.20.4||,
5,21,1,a,5-21-1-A,manuṣvat tvā ni dhīmahi manuṣvat sam idhīmahi,"WE stablish thee as Manus used, as Manus used we kindle thee.",मनुष्वत्त्वा नि धीमहि मनुष्वत्समिधीमहि,5-21-1,manuṣvat | tvā | ni | dhīmahi | manuṣvat | sam | idhīmahi || agne | manuṣvat | aṅgiraḥ | devān | deva-yate | yaja ||5.21.1||,
5,21,1,b,5-21-1-B,agne manuṣvad aṅgiro devān devayate yaja,"Like Manus, for the pious man , Angiras, Agni, worship Gods.",अग्ने मनुष्वदङ्गिरो देवान्देवयते यज,5-21-1,manuṣvat | tvā | ni | dhīmahi | manuṣvat | sam | idhīmahi || agne | manuṣvat | aṅgiraḥ | devān | deva-yate | yaja ||5.21.1||,
5,21,2,a,5-21-2-A,tvaṁ hi mānuṣe jane 'gne suprīta idhyase,"For well, O Agni, art thou pleased when thou art kindled mid mankind.",त्वं हि मानुषे जनेऽग्ने सुप्रीत इध्यसे,5-21-2,tvam | hi | mānuṣe | jane | agne | su-prītaḥ | idhyase || srucaḥ | tvā | yanti | ānuṣak | su-jāta | sarpiḥ-āsute ||5.21.2||,
5,21,2,b,5-21-2-B,srucas tvā yanty ānuṣak sujāta sarpirāsute,"Straight go the ladles unto thee, thou highborn God whose food is oil.",स्रुचस्त्वा यन्त्यानुषक्सुजात सर्पिरासुते,5-21-2,tvam | hi | mānuṣe | jane | agne | su-prītaḥ | idhyase || srucaḥ | tvā | yanti | ānuṣak | su-jāta | sarpiḥ-āsute ||5.21.2||,
5,21,3,a,5-21-3-A,tvāṁ viśve sajoṣaso devāso dūtam akrata,Thee have all Gods of one accord established as their messenger.,त्वां विश्वे सजोषसो देवासो दूतमक्रत,5-21-3,tvām | viśve | sa-joṣasaḥ | devāsaḥ | dūtam | akrata || saparyantaḥ | tvā | kave | yajñeṣu | devam | īḷate ||5.21.3||,
5,21,3,b,5-21-3-B,saparyantas tvā kave yajñeṣu devam īḻate,"Serving at sacrifices men adore thee as a God, O Sage.",सपर्यन्तस्त्वा कवे यज्ञेषु देवमीळते,5-21-3,tvām | viśve | sa-joṣasaḥ | devāsaḥ | dūtam | akrata || saparyantaḥ | tvā | kave | yajñeṣu | devam | īḷate ||5.21.3||,
5,21,4,a,5-21-4-A,devaṁ vo devayajyayāgnim īḻīta martyaḥ,"Let mortal man adore your God, Agni, with worship due to Gods.",देवं वो देवयज्ययाग्निमीळीत मर्त्यः,5-21-4,devam | vaḥ | deva-yajyayā | agnim | īḷīta | martyaḥ || sam-iddhaḥ | śukra | dīdihi | r̥tasya | yonim | ā | asadaḥ | sasasya | yonim | ā | asadaḥ ||5.21.4||,
5,21,4,b,5-21-4-B,samiddhaḥ śukra dīdihy ṛtasya yonim āsadaḥ sasasya yonim āsadaḥ,"Shine forth enkindled, Radiant One. Sit in the chamber of the Law, sit in the chamber of the food.",समिद्धः शुक्र दीदिह्यृतस्य योनिमासदः ससस्य योनिमासदः,5-21-4,devam | vaḥ | deva-yajyayā | agnim | īḷīta | martyaḥ || sam-iddhaḥ | śukra | dīdihi | r̥tasya | yonim | ā | asadaḥ | sasasya | yonim | ā | asadaḥ ||5.21.4||,
5,22,1,a,5-22-1-A,pra viśvasāmann atrivad arcā pāvakaśociṣe,"LIKE Atri, Visvasaman! sing to him of purifying light,",प्र विश्वसामन्नत्रिवदर्चा पावकशोचिषे,5-22-1,pra | viśva-sāman | atri-vat | arca | pāvaka-śociṣe || yaḥ | adhvareṣu | īḍyaḥ | hotā | mandra-tamaḥ | viśi ||5.22.1||,
5,22,1,b,5-22-1-B,yo adhvareṣv īḍyo hotā mandratamo viśi,"Who must be praised in holy rites, the Priest most welcome in the house.",यो अध्वरेष्वीड्यो होता मन्द्रतमो विशि,5-22-1,pra | viśva-sāman | atri-vat | arca | pāvaka-śociṣe || yaḥ | adhvareṣu | īḍyaḥ | hotā | mandra-tamaḥ | viśi ||5.22.1||,
5,22,2,a,5-22-2-A,ny agniṁ jātavedasaṁ dadhātā devam ṛtvijam,"Set Jatavedas in his place, Agni the God and Minister.",न्यग्निं जातवेदसं दधाता देवमृत्विजम्,5-22-2,ni | agnim | jāta-vedasam | dadhāta | devam | r̥tvijam || pra | yajñaḥ | etu | ānuṣak | adya | devavyacaḥ-tamaḥ ||5.22.2||,
5,22,2,b,5-22-2-B,pra yajña etv ānuṣag adyā devavyacastamaḥ,"Let sacrifice proceed to-day duly, comprising all the Gods.",प्र यज्ञ एत्वानुषगद्या देवव्यचस्तमः,5-22-2,ni | agnim | jāta-vedasam | dadhāta | devam | r̥tvijam || pra | yajñaḥ | etu | ānuṣak | adya | devavyacaḥ-tamaḥ ||5.22.2||,
5,22,3,a,5-22-3-A,cikitvinmanasaṁ tvā devam martāsa ūtaye,"All mortals come to thee for aid, the God of most observant mind.",चिकित्विन्मनसं त्वा देवं मर्तास ऊतये,5-22-3,cikitvit-manasam | tvā | devam | martāsaḥ | ūtaye || vareṇyasya | te | avasaḥ | iyānāsaḥ | amanmahi ||5.22.3||,
5,22,3,b,5-22-3-B,vareṇyasya te 'vasa iyānāso amanmahi,Of thine excelling favour we bethink us as we long for it.,वरेण्यस्य तेऽवस इयानासो अमन्महि,5-22-3,cikitvit-manasam | tvā | devam | martāsaḥ | ūtaye || vareṇyasya | te | avasaḥ | iyānāsaḥ | amanmahi ||5.22.3||,
5,22,4,a,5-22-4-A,agne cikiddhy asya na idaṁ vacaḥ sahasya,"Mark with attention this our speech, O Agni, thou victorious One.",अग्ने चिकिद्ध्यस्य न इदं वचः सहस्य,5-22-4,agne | cikiddhi | asya | naḥ | idam | vacaḥ | sahasya || tam | tvā | su-śipra | dam-pate | stomaiḥ | vardhanti | atrayaḥ | gīḥ-bhiḥ | śumbhanti | atrayaḥ ||5.22.4||,
5,22,4,b,5-22-4-B,taṁ tvā suśipra dampate stomair vardhanty atrayo gīrbhiḥ śumbhanty atrayaḥ,"Thee, Strong-jawed! as the homestead's Lord, the Atris with their lauds exalt, the Atris beautify with s",तं त्वा सुशिप्र दम्पते स्तोमैर्वर्धन्त्यत्रयो गीर्भिः शुम्भन्त्यत्रयः,5-22-4,agne | cikiddhi | asya | naḥ | idam | vacaḥ | sahasya || tam | tvā | su-śipra | dam-pate | stomaiḥ | vardhanti | atrayaḥ | gīḥ-bhiḥ | śumbhanti | atrayaḥ ||5.22.4||,
5,23,1,a,5-23-1-A,agne sahantam ā bhara dyumnasya prāsahā rayim,"By thy fair splendour's mighty power, O Agni, bring victorious wealth,",अग्ने सहन्तमा भर द्युम्नस्य प्रासहा रयिम्,5-23-1,agne | sahantam | ā | bhara | dyumnasya | pra-sahā | rayim || viśvāḥ | yaḥ | carṣaṇīḥ | abhi | āsā | vājeṣu | sasahat ||5.23.1||,
5,23,1,b,5-23-1-B,viśvā yaś carṣaṇīr abhy āsā vājeṣu sāsahat,"Wealth that o'ercometh all mankind, and, near us, conquereth in fight.",विश्वा यश्चर्षणीरभ्यासा वाजेषु सासहत्,5-23-1,agne | sahantam | ā | bhara | dyumnasya | pra-sahā | rayim || viśvāḥ | yaḥ | carṣaṇīḥ | abhi | āsā | vājeṣu | sasahat ||5.23.1||,
5,23,2,a,5-23-2-A,tam agne pṛtanāṣahaṁ rayiṁ sahasva ā bhara,"Victorious Agni, bring to us the wealth that vanquisheth in war;",तमग्ने पृतनाषहं रयिं सहस्व आ भर,5-23-2,tam | agne | pr̥tanā-saham | rayim | sahasvaḥ | ā | bhara || tvam | hi | satyaḥ | adbhutaḥ | dātā | vājasya | go-mataḥ ||5.23.2||,
5,23,2,b,5-23-2-B,tvaṁ hi satyo adbhuto dātā vājasya gomataḥ,"For thou art wonderful and true, giver of strength in herds of kine.",त्वं हि सत्यो अद्भुतो दाता वाजस्य गोमतः,5-23-2,tam | agne | pr̥tanā-saham | rayim | sahasvaḥ | ā | bhara || tvam | hi | satyaḥ | adbhutaḥ | dātā | vājasya | go-mataḥ ||5.23.2||,
5,23,3,a,5-23-3-A,viśve hi tvā sajoṣaso janāso vṛktabarhiṣaḥ,"For all the folk with one accord, whose sacred grass is trimmed and strewn,",विश्वे हि त्वा सजोषसो जनासो वृक्तबर्हिषः,5-23-3,viśve | hi | tvā | sa-joṣasaḥ | janāsaḥ | vr̥kta-barhiṣaḥ || hotāram | sadma-su | priyam | vyanti | vāryā | puru ||5.23.3||,
5,23,3,b,5-23-3-B,hotāraṁ sadmasu priyaṁ vyanti vāryā puru,"Invite thee to their worship-halls, as a dear Priest, for choicest wealth.",होतारं सद्मसु प्रियं व्यन्ति वार्या पुरु,5-23-3,viśve | hi | tvā | sa-joṣasaḥ | janāsaḥ | vr̥kta-barhiṣaḥ || hotāram | sadma-su | priyam | vyanti | vāryā | puru ||5.23.3||,
5,23,4,a,5-23-4-A,sa hi ṣmā viśvacarṣaṇir abhimāti saho dadhe,"For he, the God of all men, hath gotten him might that quelleth foes.",स हि ष्मा विश्वचर्षणिरभिमाति सहो दधे,5-23-4,saḥ | hi | sma | viśva-carṣaṇiḥ | abhi-māti | sahaḥ | dadhe || agne | eṣu | kṣayeṣu | ā | revat | naḥ | śukra | dīdihi | dyu-mat | pāvaka | dīdihi ||5.23.4||,
5,23,4,b,5-23-4-B,agna eṣu kṣayeṣv ā revan naḥ śukra dīdihi dyumat pāvaka dīdihi,"O Agni, in these homes shine forth, bright God! for our prosperity, shine, Purifier! splendidly.",अग्न एषु क्षयेष्वा रेवन्नः शुक्र दीदिहि द्युमत्पावक दीदिहि,5-23-4,saḥ | hi | sma | viśva-carṣaṇiḥ | abhi-māti | sahaḥ | dadhe || agne | eṣu | kṣayeṣu | ā | revat | naḥ | śukra | dīdihi | dyu-mat | pāvaka | dīdihi ||5.23.4||,
5,24,1,a,5-24-1-A,agne tvaṁ no antama uta trātā śivo bhavā varūthyaḥ,"O AGNI, be our nearest Friend, be thou a kind deliverer and a gracious Friend.",अग्ने त्वं नो अन्तम उत त्राता शिवो भवा वरूथ्यः॥ ५.०२४.०,5-24-1,agne | tvam | naḥ | antamaḥ | uta | trātā | śivaḥ | bhava | varūthyaḥ ||5.24.1||,
5,24,2,a,5-24-2-A,vasur agnir vasuśravā acchā nakṣi dyumattamaṁ rayiṁ dāḥ,"Excellent Agni, come thou nigh to us, and give us wealth most splendidly renowned.",वसुरग्निर्वसुश्रवा अच्छा नक्षि द्युमत्तमं रयिं दाः॥ ५.०२४.०,5-24-2,vasuḥ | agniḥ | vasu-śravāḥ | accha | nakṣi | dyumat-tamam | rayim | dāḥ ||5.24.2||,
5,24,3,a,5-24-3-A,sa no bodhi śrudhī havam uruṣyā ṇo aghāyataḥ samasmāt,"So hear us, listen to this call of ours, and keep us far from every sinful man.",स नो बोधि श्रुधी हवमुरुष्या णो अघायतः समस्मात्॥ ५.०२४.०,5-24-3,saḥ | naḥ | bodhi | śrudhi | havam | uruṣya | naḥ | agha-yataḥ | samasmāt ||5.24.3||,
5,24,4,a,5-24-4-A,taṁ tvā śociṣṭha dīdivaḥ sumnāya nūnam īmahe sakhibhyaḥ,"To thee then, O Most Bright, O Radiant God, we come with prayer for happiness for our friends.",तं त्वा शोचिष्ठ दीदिवः सुम्नाय नूनमीमहे सखिभ्यः॥ ५.०२४.०,5-24-4,tam | tvā | śociṣṭha | dīdi-vaḥ | sumnāya | nūnam | īmahe | sakhi-bhyaḥ ||5.24.4||,
5,25,1,a,5-25-1-A,acchā vo agnim avase devaṁ gāsi sa no vasuḥ,"I WILL sing near, for grace, your God Agni, for he is good to us.",अच्छा वो अग्निमवसे देवं गासि स नो वसुः,5-25-1,accha | vaḥ | agnim | avase | devam | gāsi | saḥ | naḥ | vasuḥ || rāsat | putraḥ | r̥ṣūṇām | r̥ta-vā | parṣati | dviṣaḥ ||5.25.1||,
5,25,1,b,5-25-1-B,rāsat putra ṛṣūṇām ṛtāvā parṣati dviṣaḥ,"Son of the Brands, may he give gifts, and, righteous, save us from the foe.",रासत्पुत्र ऋषूणामृतावा पर्षति द्विषः,5-25-1,accha | vaḥ | agnim | avase | devam | gāsi | saḥ | naḥ | vasuḥ || rāsat | putraḥ | r̥ṣūṇām | r̥ta-vā | parṣati | dviṣaḥ ||5.25.1||,
5,25,2,a,5-25-2-A,sa hi satyo yam pūrve cid devāsaś cid yam īdhire,"For be is true, whpm men of old enkindled, and the Gods themselves,",स हि सत्यो यं पूर्वे चिद्देवासश्चिद्यमीधिरे,5-25-2,saḥ | hi | satyaḥ | yam | pūrve | cit | devāsaḥ | cit | yam | īdhire || hotāram | mandra-jihvam | it | sudīti-bhiḥ | vibhā-vasum ||5.25.2||,
5,25,2,b,5-25-2-B,hotāram mandrajihvam it sudītibhir vibhāvasum,"The Priest with the delicious tongue, rich with the light of glorious beams.",होतारं मन्द्रजिह्वमित्सुदीतिभिर्विभावसुम्,5-25-2,saḥ | hi | satyaḥ | yam | pūrve | cit | devāsaḥ | cit | yam | īdhire || hotāram | mandra-jihvam | it | sudīti-bhiḥ | vibhā-vasum ||5.25.2||,
5,25,3,a,5-25-3-A,sa no dhītī variṣṭhayā śreṣṭhayā ca sumatyā,"With wisdom that surpasseth all, with gracious will most excellent,",स नो धीती वरिष्ठया श्रेष्ठया च सुमत्या,5-25-3,saḥ | naḥ | dhītī | variṣṭhayā | śreṣṭhayā | ca | su-matyā || agne | rāyaḥ | didīhi | naḥ | suvr̥kti-bhiḥ | vareṇya ||5.25.3||,
5,25,3,b,5-25-3-B,agne rāyo didīhi naḥ suvṛktibhir vareṇya,"O Agni, worthy of our choice, shine wealth on us through hymns of praise.",अग्ने रायो दिदीहि नः सुवृक्तिभिर्वरेण्य,5-25-3,saḥ | naḥ | dhītī | variṣṭhayā | śreṣṭhayā | ca | su-matyā || agne | rāyaḥ | didīhi | naḥ | suvr̥kti-bhiḥ | vareṇya ||5.25.3||,
5,25,4,a,5-25-4-A,agnir deveṣu rājaty agnir marteṣv āviśan,"Agni is King, for he extends to mortals and to Gods alike.",अग्निर्देवेषु राजत्यग्निर्मर्तेष्वाविशन्,5-25-4,agniḥ | deveṣu | rājati | agniḥ | marteṣu | ā-viśan || agniḥ | naḥ | havya-vāhanaḥ | agnim | dhībhiḥ | saparyata ||5.25.4||,
5,25,4,b,5-25-4-B,agnir no havyavāhano 'gniṁ dhībhiḥ saparyata,Agni is bearer of our gifts. Worship ye Agni with your thoughts.,अग्निर्नो हव्यवाहनोऽग्निं धीभिः सपर्यत,5-25-4,agniḥ | deveṣu | rājati | agniḥ | marteṣu | ā-viśan || agniḥ | naḥ | havya-vāhanaḥ | agnim | dhībhiḥ | saparyata ||5.25.4||,
5,25,5,a,5-25-5-A,agnis tuviśravastamaṁ tuvibrahmāṇam uttamam,"Agni gives to the worshipper a son, the best, of mightiest fame,",अग्निस्तुविश्रवस्तमं तुविब्रह्माणमुत्तमम्,5-25-5,agniḥ | tuviśravaḥ-tamam | tuvi-brahmāṇam | ut-tamam || atūrtam | śravayat-patim | putram | dadāti | dāśuṣe ||5.25.5||,
5,25,5,b,5-25-5-B,atūrtaṁ śrāvayatpatim putraṁ dadāti dāśuṣe,"Of deep devotion, ne'er subdued, bringer of glory to his sire.",अतूर्तं श्रावयत्पतिं पुत्रं ददाति दाशुषे,5-25-5,agniḥ | tuviśravaḥ-tamam | tuvi-brahmāṇam | ut-tamam || atūrtam | śravayat-patim | putram | dadāti | dāśuṣe ||5.25.5||,
5,25,6,a,5-25-6-A,agnir dadāti satpatiṁ sāsāha yo yudhā nṛbhiḥ,Agni bestows the hero-lord who conquers with the men in fight.,अग्निर्ददाति सत्पतिं सासाह यो युधा नृभिः,5-25-6,agniḥ | dadāti | sat-patim | sasāha | yaḥ | yudhā | nr̥-bhiḥ || agniḥ | atyam | raghu-syadam | jetāram | aparā-jitam ||5.25.6||,
5,25,6,b,5-25-6-B,agnir atyaṁ raghuṣyadaṁ jetāram aparājitam,"Agni bestows the fleet-foot steed, the victor never overcome.",अग्निरत्यं रघुष्यदं जेतारमपराजितम्,5-25-6,agniḥ | dadāti | sat-patim | sasāha | yaḥ | yudhā | nr̥-bhiḥ || agniḥ | atyam | raghu-syadam | jetāram | aparā-jitam ||5.25.6||,
5,25,7,a,5-25-7-A,yad vāhiṣṭhaṁ tad agnaye bṛhad arca vibhāvaso,"The mightiest song is Agni's: shine on high, thou who art rich in light.",यद्वाहिष्ठं तदग्नये बृहदर्च विभावसो,5-25-7,yat | vāhiṣṭham | tat | agnaye | br̥hat | arca | vibhāvaso iti vibhā-vaso || mahiṣī-iva | tvat | rayiḥ | tvat | vājāḥ | ut | īrate ||5.25.7||,
5,25,7,b,5-25-7-B,mahiṣīva tvad rayis tvad vājā ud īrate,"Like the Chief Consort of a King, riches and strength proceed -from thee.",महिषीव त्वद्रयिस्त्वद्वाजा उदीरते,5-25-7,yat | vāhiṣṭham | tat | agnaye | br̥hat | arca | vibhāvaso iti vibhā-vaso || mahiṣī-iva | tvat | rayiḥ | tvat | vājāḥ | ut | īrate ||5.25.7||,
5,25,8,a,5-25-8-A,tava dyumanto arcayo grāvevocyate bṛhat,Resplendent are thy rays of light: loud is thy voice like pressing-stones.,तव द्युमन्तो अर्चयो ग्रावेवोच्यते बृहत्,5-25-8,tava | dyu-mantaḥ | arcayaḥ | grāvā-iva | ucyate | br̥hat || uto iti | te | tanyatuḥ | yathā | svānaḥ | arta | tmanā | divaḥ ||5.25.8||,
5,25,8,b,5-25-8-B,uto te tanyatur yathā svāno arta tmanā divaḥ,"Yea, of itself thy thunder goes forth like the roaring of the heaven.",उतो ते तन्यतुर्यथा स्वानो अर्त त्मना दिवः,5-25-8,tava | dyu-mantaḥ | arcayaḥ | grāvā-iva | ucyate | br̥hat || uto iti | te | tanyatuḥ | yathā | svānaḥ | arta | tmanā | divaḥ ||5.25.8||,
5,25,9,a,5-25-9-A,evām̐ agniṁ vasūyavaḥ sahasānaṁ vavandima,"Thus, seeking riches, have we paid homage to Agni Conqueror.",एवाँ अग्निं वसूयवः सहसानं ववन्दिम,5-25-9,eva | agnim | vasu-yavaḥ | sahasānam | vavandima || saḥ | naḥ | viśvāḥ | ati | dviṣaḥ | parṣat | nāvā-iva | su-kratuḥ ||5.25.9||,
5,25,9,b,5-25-9-B,sa no viśvā ati dviṣaḥ parṣan nāveva sukratuḥ,"May he, most wise, as with a ship, carry us over all our foes.",स नो विश्वा अति द्विषः पर्षन्नावेव सुक्रतुः,5-25-9,eva | agnim | vasu-yavaḥ | sahasānam | vavandima || saḥ | naḥ | viśvāḥ | ati | dviṣaḥ | parṣat | nāvā-iva | su-kratuḥ ||5.25.9||,
5,26,1,a,5-26-1-A,agne pāvaka rociṣā mandrayā deva jihvayā,"O AGNI, Holy and Divine, with splendour and thy pleasant tongue",अग्ने पावक रोचिषा मन्द्रया देव जिह्वया,5-26-1,agne | pāvaka | rociṣā | mandrayā | deva | jihvayā || ā | devān | vakṣi | yakṣi | ca ||5.26.1||,
5,26,1,b,5-26-1-B,ā devān vakṣi yakṣi ca,Bring hither and adore the Gods.,आ देवान्वक्षि यक्षि च,5-26-1,agne | pāvaka | rociṣā | mandrayā | deva | jihvayā || ā | devān | vakṣi | yakṣi | ca ||5.26.1||,
5,26,2,a,5-26-2-A,taṁ tvā ghṛtasnav īmahe citrabhāno svardṛśam,"We pray thee, thou who droppest oil, bright-rayed! who lookest on the Sun,",तं त्वा घृतस्नवीमहे चित्रभानो स्वर्दृशम्,5-26-2,tam | tvā | ghr̥tasno iti ghr̥ta-sno | īmahe | citrabhāno iti citra-bhāno | svaḥ-dr̥śam || devān | ā | vītaye | vaha ||5.26.2||,
5,26,2,b,5-26-2-B,devām̐ ā vītaye vaha,Bring the Gods hither to the feast.,देवाँ आ वीतये वह,5-26-2,tam | tvā | ghr̥tasno iti ghr̥ta-sno | īmahe | citrabhāno iti citra-bhāno | svaḥ-dr̥śam || devān | ā | vītaye | vaha ||5.26.2||,
5,26,3,a,5-26-3-A,vītihotraṁ tvā kave dyumantaṁ sam idhīmahi,"We have enkindled thee, O Sage, bright caller of the Gods to feast.",वीतिहोत्रं त्वा कवे द्युमन्तं समिधीमहि,5-26-3,vīti-hotram | tvā | kave | dyu-mantam | sam | idhīmahi || agne | br̥hantam | adhvare ||5.26.3||,
5,26,3,b,5-26-3-B,agne bṛhantam adhvare,"O Agni, great in Sacrifice.",अग्ने बृहन्तमध्वरे,5-26-3,vīti-hotram | tvā | kave | dyu-mantam | sam | idhīmahi || agne | br̥hantam | adhvare ||5.26.3||,
5,26,4,a,5-26-4-A,agne viśvebhir ā gahi devebhir havyadātaye,"O Agni, come with all the Gods, come to our sacrificial gift:",अग्ने विश्वेभिरा गहि देवेभिर्हव्यदातये,5-26-4,agne | viśve-bhiḥ | ā | gahi | devebhiḥ | havya-dātaye || hotāram | tvā | vr̥ṇīmahe ||5.26.4||,
5,26,4,b,5-26-4-B,hotāraṁ tvā vṛṇīmahe,We choose thee as Invoking Priest.,होतारं त्वा वृणीमहे,5-26-4,agne | viśve-bhiḥ | ā | gahi | devebhiḥ | havya-dātaye || hotāram | tvā | vr̥ṇīmahe ||5.26.4||,
5,26,5,a,5-26-5-A,yajamānāya sunvata āgne suvīryaṁ vaha,"Bring, Agni, to the worshipper who pours the juice, heroic strength:",यजमानाय सुन्वत आग्ने सुवीर्यं वह,5-26-5,yajamānāya | sunvate | ā | agne | su-vīryam | vaha || devaiḥ | ā | satsi | barhiṣi ||5.26.5||,
5,26,5,b,5-26-5-B,devair ā satsi barhiṣi,Sit with the Gods upon the grass.,देवैरा सत्सि बर्हिषि,5-26-5,yajamānāya | sunvate | ā | agne | su-vīryam | vaha || devaiḥ | ā | satsi | barhiṣi ||5.26.5||,
5,26,6,a,5-26-6-A,samidhānaḥ sahasrajid agne dharmāṇi puṣyasi,"Victor of thousands, Agni, thou, enkindled, cherishest the laws,",समिधानः सहस्रजिदग्ने धर्माणि पुष्यसि,5-26-6,sam-idhānaḥ | sahasra-jit | agne | dharmāṇi | puṣyasi || devānām | dūtaḥ | ukthyaḥ ||5.26.6||,
5,26,6,b,5-26-6-B,devānāṁ dūta ukthyaḥ,"Laud-worthy, envoy of the Gods.",देवानां दूत उक्थ्यः,5-26-6,sam-idhānaḥ | sahasra-jit | agne | dharmāṇi | puṣyasi || devānām | dūtaḥ | ukthyaḥ ||5.26.6||,
5,26,7,a,5-26-7-A,ny agniṁ jātavedasaṁ hotravāhaṁ yaviṣṭhyam,"Set Agni Jatavedas down, the bearer of our sacred gifts,",न्यग्निं जातवेदसं होत्रवाहं यविष्ठ्यम्,5-26-7,ni | agnim | jāta-vedasam | hotra-vāham | yaviṣṭhyam || dadhāta | devam | r̥tvijam ||5.26.7||,
5,26,7,b,5-26-7-B,dadhātā devam ṛtvijam,"MostYouthful, God and Minister.",दधाता देवमृत्विजम्,5-26-7,ni | agnim | jāta-vedasam | hotra-vāham | yaviṣṭhyam || dadhāta | devam | r̥tvijam ||5.26.7||,
5,26,8,a,5-26-8-A,pra yajña etv ānuṣag adyā devavyacastamaḥ,"Duly proceed our sacrifice, comprising all the Gods, to-day:",प्र यज्ञ एत्वानुषगद्या देवव्यचस्तमः,5-26-8,pra | yajñaḥ | etu | ānuṣak | adya | devavyacaḥ-tamaḥ || str̥ṇīta | barhiḥ | ā-sade ||5.26.8||,
5,26,8,b,5-26-8-B,stṛṇīta barhir āsade,Strew holy grass to be their seat.,स्तृणीत बर्हिरासदे,5-26-8,pra | yajñaḥ | etu | ānuṣak | adya | devavyacaḥ-tamaḥ || str̥ṇīta | barhiḥ | ā-sade ||5.26.8||,
5,26,9,a,5-26-9-A,edam maruto aśvinā mitraḥ sīdantu varuṇaḥ,"So may the Maruts sit thereon, the Asvins, Mitra, Varuna:",एदं मरुतो अश्विना मित्रः सीदन्तु वरुणः,5-26-9,ā | idam | marutaḥ | aśvinā | mitraḥ | sīdantu | varuṇaḥ || devāsaḥ | sarvayā | viśā ||5.26.9||,
5,26,9,b,5-26-9-B,devāsaḥ sarvayā viśā,The Gods with all their company.,देवासः सर्वया विशा,5-26-9,ā | idam | marutaḥ | aśvinā | mitraḥ | sīdantu | varuṇaḥ || devāsaḥ | sarvayā | viśā ||5.26.9||,
5,27,1,a,5-27-1-A,anasvantā satpatir māmahe me gāvā cetiṣṭho asuro maghonaḥ,"THE Godlike hero, famousest of nobles, hath granted me two oxen with a wagon.",अनस्वन्ता सत्पतिर्मामहे मे गावा चेतिष्ठो असुरो मघोनः,5-27-1,anasvantā | sat-patiḥ | mamahe | me | gāvā | cetiṣṭhaḥ | asuraḥ | maghonaḥ || traivr̥ṣṇaḥ | agne | daśa-bhiḥ | sahasraiḥ | vaiśvānara | tri-aruṇaḥ | ciketa ||5.27.1||,
5,27,1,b,5-27-1-B,traivṛṣṇo agne daśabhiḥ sahasrair vaiśvānara tryaruṇaś ciketa,"Trvrsan's son Tryaruna hath distinguished himself, Vaisvanara Agni! with ten thousands.",त्रैवृष्णो अग्ने दशभिः सहस्रैर्वैश्वानर त्र्यरुणश्चिकेत,5-27-1,anasvantā | sat-patiḥ | mamahe | me | gāvā | cetiṣṭhaḥ | asuraḥ | maghonaḥ || traivr̥ṣṇaḥ | agne | daśa-bhiḥ | sahasraiḥ | vaiśvānara | tri-aruṇaḥ | ciketa ||5.27.1||,
5,27,2,a,5-27-2-A,yo me śatā ca viṁśatiṁ ca gonāṁ harī ca yuktā sudhurā dadāti,"Protect Tryaruna, as thou art waxing strong and art highly praised, Vaisvanara Agni!",यो मे शता च विंशतिं च गोनां हरी च युक्ता सुधुरा ददाति,5-27-2,yaḥ | me | śatā | ca | viṁśatim | ca | gonām | harī iti | ca | yuktā | su-dhurā | dadāti || vaiśvānara | su-stutaḥ | vavr̥dhānaḥ | agne | yaccha | tri-aruṇāya | śarma ||5.27.2||,
5,27,2,b,5-27-2-B,vaiśvānara suṣṭuto vāvṛdhāno 'gne yaccha tryaruṇāya śarma,"Who granteth me a hundred kine and twenty, and two bay horses, good at draught, and harnessed.",वैश्वानर सुष्टुतो वावृधानोऽग्ने यच्छ त्र्यरुणाय शर्म,5-27-2,yaḥ | me | śatā | ca | viṁśatim | ca | gonām | harī iti | ca | yuktā | su-dhurā | dadāti || vaiśvānara | su-stutaḥ | vavr̥dhānaḥ | agne | yaccha | tri-aruṇāya | śarma ||5.27.2||,
5,27,3,a,5-27-3-A,evā te agne sumatiṁ cakāno naviṣṭhāya navamaṁ trasadasyuḥ,"So Trasadasyu served thee, God Most Youthful, craving thy favour for the ninth time, Agni;",एवा ते अग्ने सुमतिं चकानो नविष्ठाय नवमं त्रसदस्युः,5-27-3,eva | te | agne | su-matim | cakānaḥ | naviṣṭhāya | navamam | trasadasyuḥ || yaḥ | me | giraḥ | tuvi-jātasya | pūrvīḥ | yuktena | abhi | tri-aruṇaḥ | gr̥ṇāti ||5.27.3||,
