maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
7,6,7,b,7-6-7-B,ā samudrād avarād ā parasmād āgnir dade diva ā pṛthivyāḥ,"Agni hath taken them from earth and heaven, from the sea under and the sea above us.",आ समुद्रादवरादा परस्मादाग्निर्ददे दिव आ पृथिव्याः ,7-6-7,ā | devaḥ | dade | budhnyā | vasūni | vaiśvānaraḥ | ut-itā | sūryasya || ā | samudrāt | avarāt | ā | parasmāt | ā | agniḥ | dade | divaḥ | ā | pr̥thivyāḥ ||7.6.7||,
7,7,1,a,7-7-1-A,pra vo devaṁ cit sahasānam agnim aśvaṁ na vājinaṁ hiṣe namobhiḥ,"I SEND forth even your God, victorious Agni, like a strong courser, with mine adoration.",प्र वो देवं चित्सहसानमग्निमश्वं न वाजिनं हिषे नमोभिः,7-7-1,pra | vaḥ | devam | cit | sahasānam | agnim | aśvam | na | vājinam | hiṣe | namaḥ-bhiḥ || bhava | naḥ | dūtaḥ | adhvarasya | vidvān | tmanā | deveṣu | vivide | mita-druḥ ||7.7.1||,
7,7,1,b,7-7-1-B,bhavā no dūto adhvarasya vidvān tmanā deveṣu vivide mitadruḥ,"Herald of sacrifice be he who knoweth he hath reached Gods, himself, with measured motion.",भवा नो दूतो अध्वरस्य विद्वान्त्मना देवेषु विविदे मितद्रुः ,7-7-1,pra | vaḥ | devam | cit | sahasānam | agnim | aśvam | na | vājinam | hiṣe | namaḥ-bhiḥ || bhava | naḥ | dūtaḥ | adhvarasya | vidvān | tmanā | deveṣu | vivide | mita-druḥ ||7.7.1||,
7,7,2,a,7-7-2-A,ā yāhy agne pathyā anu svā mandro devānāṁ sakhyaṁ juṣāṇaḥ,"By paths that are thine own come hither, Agni, joyous, delighting in the Gods' alliance,",आ याह्यग्ने पथ्या अनु स्वा मन्द्रो देवानां सख्यं जुषाणः,7-7-2,ā | yāhi | agne | pathyāḥ | anu | svāḥ | mandraḥ | devānām | sakhyam | juṣāṇaḥ || ā | sānu | śuṣmaiḥ | nadayan | pr̥thivyāḥ | jambhebhiḥ | viśvam | uśadhak | vanāni ||7.7.2||,
7,7,2,b,7-7-2-B,ā sānu śuṣmair nadayan pṛthivyā jambhebhir viśvam uśadhag vanāni,"Making the heights of earth roar with thy fury, burning with eager teeth the woods and forests.",आ सानु शुष्मैर्नदयन्पृथिव्या जम्भेभिर्विश्वमुशधग्वनानि ,7-7-2,ā | yāhi | agne | pathyāḥ | anu | svāḥ | mandraḥ | devānām | sakhyam | juṣāṇaḥ || ā | sānu | śuṣmaiḥ | nadayan | pr̥thivyāḥ | jambhebhiḥ | viśvam | uśadhak | vanāni ||7.7.2||,
7,7,3,a,7-7-3-A,prācīno yajñaḥ sudhitaṁ hi barhiḥ prīṇīte agnir īḻito na hotā,"The grass is strewn; the sacrifice advances adored as Priest, Agni is made propitious,",प्राचीनो यज्ञः सुधितं हि बर्हिः प्रीणीते अग्निरीळितो न होता,7-7-3,prācīnaḥ | yajñaḥ | su-dhitam | hi | barhiḥ | prīṇīte | agniḥ | īḷitaḥ | na | hotā || ā | mātarā | viśvavāre iti viśva-vāre | huvānaḥ | yataḥ | yaviṣṭha | jajñiṣe | su-śevaḥ ||7.7.3||,
7,7,3,b,7-7-3-B,ā mātarā viśvavāre huvāno yato yaviṣṭha jajñiṣe suśevaḥ,"Invoking both All-boon-bestowing Mothers of whom, Most Youthful! thou wast born to help us.",आ मातरा विश्ववारे हुवानो यतो यविष्ठ जज्ञिषे सुशेवः ,7-7-3,prācīnaḥ | yajñaḥ | su-dhitam | hi | barhiḥ | prīṇīte | agniḥ | īḷitaḥ | na | hotā || ā | mātarā | viśvavāre iti viśva-vāre | huvānaḥ | yataḥ | yaviṣṭha | jajñiṣe | su-śevaḥ ||7.7.3||,
7,7,4,a,7-7-4-A,sadyo adhvare rathiraṁ jananta mānuṣāso vicetaso ya eṣām,"Forthwith the men, the best of these for wisdom, have made him leader in the solemn worship.",सद्यो अध्वरे रथिरं जनन्त मानुषासो विचेतसो य एषाम्,7-7-4,sadyaḥ | adhvare | rathiram | jananta | mānuṣāsaḥ | vi-cetasaḥ | yaḥ | eṣām || viśām | adhāyi | viśpatiḥ | duroṇe | agniḥ | mandraḥ | madhu-vacāḥ | r̥ta-vā ||7.7.4||,
7,7,4,b,7-7-4-B,viśām adhāyi viśpatir duroṇe 'gnir mandro madhuvacā ṛtāvā,"As Lord in homes of men is Agni stablished, the Holy One, the joyous, sweetly speaking.",विशामधायि विश्पतिर्दुरोणेऽग्निर्मन्द्रो मधुवचा ऋतावा ,7-7-4,sadyaḥ | adhvare | rathiram | jananta | mānuṣāsaḥ | vi-cetasaḥ | yaḥ | eṣām || viśām | adhāyi | viśpatiḥ | duroṇe | agniḥ | mandraḥ | madhu-vacāḥ | r̥ta-vā ||7.7.4||,
7,7,5,a,7-7-5-A,asādi vṛto vahnir ājaganvān agnir brahmā nṛṣadane vidhartā,"He hath come, chosen bearer, and is seated in man's home, Brahman, Agni, the Supporter,",असादि वृतो वह्निराजगन्वानग्निर्ब्रह्मा नृषदने विधर्ता,7-7-5,asādi | vr̥taḥ | vahniḥ | ā-jaganvān | agniḥ | brahmā | nr̥-sadane | vi-dhartā || dyauḥ | ca | yam | pr̥thivī | vavr̥dhāte iti | ā | yam | hotā | yajati | viśva-vāram ||7.7.5||,
7,7,5,b,7-7-5-B,dyauś ca yam pṛthivī vāvṛdhāte ā yaṁ hotā yajati viśvavāram,"He whom both Heaven anct Earth exalt and strengthenwhom, Giver of all boons, the Hotar worships.",द्यौश्च यं पृथिवी वावृधाते आ यं होता यजति विश्ववारम् ,7-7-5,asādi | vr̥taḥ | vahniḥ | ā-jaganvān | agniḥ | brahmā | nr̥-sadane | vi-dhartā || dyauḥ | ca | yam | pr̥thivī | vavr̥dhāte iti | ā | yam | hotā | yajati | viśva-vāram ||7.7.5||,
7,7,6,a,7-7-6-A,ete dyumnebhir viśvam ātiranta mantraṁ ye vāraṁ naryā atakṣan,"These have passed all in glory, who, the manly, have wrought with skill the hymn of adoration;",एते द्युम्नेभिर्विश्वमातिरन्त मन्त्रं ये वारं नर्या अतक्षन्,7-7-6,ete | dyumnebhiḥ | viśvam | ā | atiranta | mantram | ye | vā | aram | naryāḥ | atakṣan || pra | ye | viśaḥ | tiranta | śroṣamāṇāḥ | ā | ye | me | asya | dīdhayan | r̥tasya ||7.7.6||,
7,7,6,b,7-7-6-B,pra ye viśas tiranta śroṣamāṇā ā ye me asya dīdhayann ṛtasya,"Who, listening, have advanced the people's welfare, and set their thoughts on this my holy statute.",प्र ये विशस्तिरन्त श्रोषमाणा आ ये मे अस्य दीधयन्नृतस्य ,7-7-6,ete | dyumnebhiḥ | viśvam | ā | atiranta | mantram | ye | vā | aram | naryāḥ | atakṣan || pra | ye | viśaḥ | tiranta | śroṣamāṇāḥ | ā | ye | me | asya | dīdhayan | r̥tasya ||7.7.6||,
7,7,7,a,7-7-7-A,nū tvām agna īmahe vasiṣṭhā īśānaṁ sūno sahaso vasūnām,"We, the Vasisthas, now implore thee, Agni, O Son of Strength, the Lord of wealth and treasure.",नू त्वामग्न ईमहे वसिष्ठा ईशानं सूनो सहसो वसूनाम्,7-7-7,nu | tvām | agne | īmahe | vasiṣṭhāḥ | īśānam | sūno iti | sahasaḥ | vasūnām || iṣam | stotr̥-bhyaḥ | maghavat-bhyaḥ | ānaṭ | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.7.7||,
7,7,7,b,7-7-7-B,iṣaṁ stotṛbhyo maghavadbhya ānaḍ yūyam pāta svastibhiḥ sadā naḥ,"Thou hast brought food to singers and to nobles. Ye Gods, preserve us evermore with blessings.",इषं स्तोतृभ्यो मघवद्भ्य आनड्यूयं पात स्वस्तिभिः सदा नः ,7-7-7,nu | tvām | agne | īmahe | vasiṣṭhāḥ | īśānam | sūno iti | sahasaḥ | vasūnām || iṣam | stotr̥-bhyaḥ | maghavat-bhyaḥ | ānaṭ | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.7.7||,
7,8,1,a,7-8-1-A,indhe rājā sam aryo namobhir yasya pratīkam āhutaṁ ghṛtena,THE King whose face is decked with oil is kindled with homage offered by his faithful servant.,इन्धे राजा समर्यो नमोभिर्यस्य प्रतीकमाहुतं घृतेन,7-8-1,indhe | rājā | sam | aryaḥ | namaḥ-bhiḥ | yasya | pratīkam | ā-hutam | ghr̥tena || naraḥ | havyebhiḥ | īḷate | sa-bādhaḥ | ā | agniḥ | agre | uṣasām | aśoci ||7.8.1||,
7,8,1,b,7-8-1-B,naro havyebhir īḻate sabādha āgnir agra uṣasām aśoci,"The men, the priests adore him with oblations. Agni hath shone forth when the dawn is breaking.",नरो हव्येभिरीळते सबाध आग्निरग्र उषसामशोचि ,7-8-1,indhe | rājā | sam | aryaḥ | namaḥ-bhiḥ | yasya | pratīkam | ā-hutam | ghr̥tena || naraḥ | havyebhiḥ | īḷate | sa-bādhaḥ | ā | agniḥ | agre | uṣasām | aśoci ||7.8.1||,
7,8,2,a,7-8-2-A,ayam u ṣya sumahām̐ avedi hotā mandro manuṣo yahvo agniḥ,"Yea, he hath been acknowledged as most mighty, the joyous Priest of men, the youthful Agni.",अयमु ष्य सुमहाँ अवेदि होता मन्द्रो मनुषो यह्वो अग्निः,7-8-2,ayam | ūm̐ iti | syaḥ | su-mahān | avedi | hotā | mandraḥ | manuṣaḥ | yahvaḥ | agniḥ || vi | bhāḥ | akarityakaḥ | sasr̥jānaḥ | pr̥thivyām | kr̥ṣṇa-paviḥ | oṣadhībhiḥ | vavakṣe ||7.8.2||,
7,8,2,b,7-8-2-B,vi bhā akaḥ sasṛjānaḥ pṛthivyāṁ kṛṣṇapavir oṣadhībhir vavakṣe,"He, spreading o'er the earth, made light around him, and grew among the plants with blackened fellies..",वि भा अकः ससृजानः पृथिव्यां कृष्णपविरोषधीभिर्ववक्षे ,7-8-2,ayam | ūm̐ iti | syaḥ | su-mahān | avedi | hotā | mandraḥ | manuṣaḥ | yahvaḥ | agniḥ || vi | bhāḥ | akarityakaḥ | sasr̥jānaḥ | pr̥thivyām | kr̥ṣṇa-paviḥ | oṣadhībhiḥ | vavakṣe ||7.8.2||,
7,8,3,a,7-8-3-A,kayā no agne vi vasaḥ suvṛktiṁ kām u svadhām ṛṇavaḥ śasyamānaḥ,"How dost thou decorate our hymn, O Agni? What power dost thou exert when thou art lauded?",कया नो अग्ने वि वसः सुवृक्तिं कामु स्वधामृणवः शस्यमानः,7-8-3,kayā | naḥ | agne | vi | vasaḥ | su-vr̥ktim | kām | ūm̐ iti | svadhām | r̥ṇavaḥ | śasyamānaḥ || kadā | bhavema | patayaḥ | su-datra | rāyaḥ | vantāraḥ | dustarasya | sādhoḥ ||7.8.3||,
7,8,3,b,7-8-3-B,kadā bhavema patayaḥ sudatra rāyo vantāro duṣṭarasya sādhoḥ,"When, Bounteous God, may we be lords of riches, winners of precious wealth which none may conquer?",कदा भवेम पतयः सुदत्र रायो वन्तारो दुष्टरस्य साधोः ,7-8-3,kayā | naḥ | agne | vi | vasaḥ | su-vr̥ktim | kām | ūm̐ iti | svadhām | r̥ṇavaḥ | śasyamānaḥ || kadā | bhavema | patayaḥ | su-datra | rāyaḥ | vantāraḥ | dustarasya | sādhoḥ ||7.8.3||,
7,8,4,a,7-8-4-A,pra-prāyam agnir bharatasya śṛṇve vi yat sūryo na rocate bṛhad bhāḥ,Far famed is this the Bharata's own Agni he shineth like the Sun with lofty splendour.,प्रप्रायमग्निर्भरतस्य शृण्वे वि यत्सूर्यो न रोचते बृहद्भाः,7-8-4,pra-pra | ayam | agniḥ | bharatasya | śr̥ṇve | vi | yat | sūryaḥ | na | rocate | br̥hat | bhāḥ || abhi | yaḥ | pūrum | pr̥tanāsu | tasthau | dyutānaḥ | daivyaḥ | atithiḥ | śuśoca ||7.8.4||,
7,8,4,b,7-8-4-B,abhi yaḥ pūrum pṛtanāsu tasthau dyutāno daivyo atithiḥ śuśoca,"He who hath vanquished Puru in the battle, the heavenly guest hath glowed in full refulgence.",अभि यः पूरुं पृतनासु तस्थौ द्युतानो दैव्यो अतिथिः शुशोच ,7-8-4,pra-pra | ayam | agniḥ | bharatasya | śr̥ṇve | vi | yat | sūryaḥ | na | rocate | br̥hat | bhāḥ || abhi | yaḥ | pūrum | pr̥tanāsu | tasthau | dyutānaḥ | daivyaḥ | atithiḥ | śuśoca ||7.8.4||,
7,8,5,a,7-8-5-A,asann it tve āhavanāni bhūri bhuvo viśvebhiḥ sumanā anīkaiḥ,Full many oblations are in thee collected: with all thine aspects thou hast waxen gracious.,असन्नित्त्वे आहवनानि भूरि भुवो विश्वेभिः सुमना अनीकैः,7-8-5,asan | it | tve iti | ā-havanāni | bhūri | bhuvaḥ | viśvebhiḥ | su-manāḥ | anīkaiḥ || stutaḥ | cit | agne | śr̥ṇviṣe | gr̥ṇānaḥ | svayam | vardhasva | tanvam | su-jāta ||7.8.5||,
7,8,5,b,7-8-5-B,stutaś cid agne śṛṇviṣe gṛṇānaḥ svayaṁ vardhasva tanvaṁ sujāta,"Thou art already famed as praised and lauded, yet still, O nobly born, increase thy body.",स्तुतश्चिदग्ने शृण्विषे गृणानः स्वयं वर्धस्व तन्वं सुजात ,7-8-5,asan | it | tve iti | ā-havanāni | bhūri | bhuvaḥ | viśvebhiḥ | su-manāḥ | anīkaiḥ || stutaḥ | cit | agne | śr̥ṇviṣe | gr̥ṇānaḥ | svayam | vardhasva | tanvam | su-jāta ||7.8.5||,
7,8,6,a,7-8-6-A,idaṁ vacaḥ śatasāḥ saṁsahasram ud agnaye janiṣīṣṭa dvibarhāḥ,"Be this my song, that winneth countless treasure, engendered with redoubled force for Agni,",इदं वचः शतसाः संसहस्रमुदग्नये जनिषीष्ट द्विबर्हाः,7-8-6,idam | vacaḥ | śata-sāḥ | sam-sahasram | ut | agnaye | janiṣīṣṭa | dvi-barhāḥ || śam | yat | stotr̥-bhyaḥ | āpaye | bhavāti | dyu-mat | amīva-cātanam | rakṣaḥ-hā ||7.8.6||,
7,8,6,b,7-8-6-B,śaṁ yat stotṛbhya āpaye bhavāti dyumad amīvacātanaṁ rakṣohā,"That, splendid, chasing sickness, slaying demons, it may delight our friend and bless the singers.",शं यत्स्तोतृभ्य आपये भवाति द्युमदमीवचातनं रक्षोहा ,7-8-6,idam | vacaḥ | śata-sāḥ | sam-sahasram | ut | agnaye | janiṣīṣṭa | dvi-barhāḥ || śam | yat | stotr̥-bhyaḥ | āpaye | bhavāti | dyu-mat | amīva-cātanam | rakṣaḥ-hā ||7.8.6||,
7,8,7,a,7-8-7-A,nū tvām agna īmahe vasiṣṭhā īśānaṁ sūno sahaso vasūnām,"We, the Vasisthas, now implore thee, Agni, O Son of Strength, the Lord of wealth and riches.",नू त्वामग्न ईमहे वसिष्ठा ईशानं सूनो सहसो वसूनाम्,7-8-7,nu | tvām | agne | īmahe | vasiṣṭhāḥ | īśānam | sūno iti | sahasaḥ | vasūnām || iṣam | stotr̥-bhyaḥ | maghavat-bhyaḥ | ānaṭ | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.8.7||,
7,8,7,b,7-8-7-B,iṣaṁ stotṛbhyo maghavadbhya ānaḍ yūyam pāta svastibhiḥ sadā naḥ,"Thou hast brought food to singers and to nobles. Ye Gods, preserve us evermore with blessings.",इषं स्तोतृभ्यो मघवद्भ्य आनड्यूयं पात स्वस्तिभिः सदा नः ,7-8-7,nu | tvām | agne | īmahe | vasiṣṭhāḥ | īśānam | sūno iti | sahasaḥ | vasūnām || iṣam | stotr̥-bhyaḥ | maghavat-bhyaḥ | ānaṭ | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.8.7||,
7,9,1,a,7-9-1-A,abodhi jāra uṣasām upasthād dhotā mandraḥ kavitamaḥ pāvakaḥ,"ROUSED from their bosom is the Dawns' beloved, the joyous Priest, most sapient, Purifier.",अबोधि जार उषसामुपस्थाद्धोता मन्द्रः कवितमः पावकः,7-9-1,abodhi | jāraḥ | uṣasām | upa-sthāt | hotā | mandraḥ | kavi-tamaḥ | pāvakaḥ || dadhāti | ketum | ubhayasya | jantoḥ | havyā | deveṣu | draviṇam | sukr̥t-su ||7.9.1||,
7,9,1,b,7-9-1-B,dadhāti ketum ubhayasya jantor havyā deveṣu draviṇaṁ sukṛtsu,"He gives a signal both to Gods and mortals, to Gods oblations, riches to the pious.",दधाति केतुमुभयस्य जन्तोर्हव्या देवेषु द्रविणं सुकृत्सु ,7-9-1,abodhi | jāraḥ | uṣasām | upa-sthāt | hotā | mandraḥ | kavi-tamaḥ | pāvakaḥ || dadhāti | ketum | ubhayasya | jantoḥ | havyā | deveṣu | draviṇam | sukr̥t-su ||7.9.1||,
7,9,2,a,7-9-2-A,sa sukratur yo vi duraḥ paṇīnām punāno arkam purubhojasaṁ naḥ,"Most wise is he who, forcing doors of Panis, brought the bright Sun to us who feedeth many.",स सुक्रतुर्यो वि दुरः पणीनां पुनानो अर्कं पुरुभोजसं नः,7-9-2,saḥ | su-kratuḥ | yaḥ | vi | duraḥ | paṇīnām | punānaḥ | arkam | puru-bhojasam | naḥ || hotā | mandraḥ | viśām | damūnāḥ | tiraḥ | tamaḥ | dadr̥śe | rāmyāṇām ||7.9.2||,
7,9,2,b,7-9-2-B,hotā mandro viśāṁ damūnās tiras tamo dadṛśe rāmyāṇām,"The cheerful Priest, men's Friend and home-companion, through still night's darkness he is made apparen",होता मन्द्रो विशां दमूनास्तिरस्तमो ददृशे राम्याणाम् ,7-9-2,saḥ | su-kratuḥ | yaḥ | vi | duraḥ | paṇīnām | punānaḥ | arkam | puru-bhojasam | naḥ || hotā | mandraḥ | viśām | damūnāḥ | tiraḥ | tamaḥ | dadr̥śe | rāmyāṇām ||7.9.2||,
7,9,3,a,7-9-3-A,amūraḥ kavir aditir vivasvān susaṁsan mitro atithiḥ śivo naḥ,"Wise, ne.'er deceived, uncircumscribed, refulgent, our gracious guest, a Friend with good attendants,",अमूरः कविरदितिर्विवस्वान्सुसंसन्मित्रो अतिथिः शिवो नः,7-9-3,amūraḥ | kaviḥ | aditiḥ | vivasvān | su-saṁsat | mitraḥ | atithiḥ | śivaḥ | naḥ || citra-bhānuḥ | uṣasām | bhāti | agre | apām | garbhaḥ | pra-svaḥ | ā | viveśa ||7.9.3||,
7,9,3,b,7-9-3-B,citrabhānur uṣasām bhāty agre 'pāṁ garbhaḥ prasva ā viveśa,"Shines forth with wondrous light before the Mornings; the young plants hath he entered, Child of Waters",चित्रभानुरुषसां भात्यग्रेऽपां गर्भः प्रस्व आ विवेश ,7-9-3,amūraḥ | kaviḥ | aditiḥ | vivasvān | su-saṁsat | mitraḥ | atithiḥ | śivaḥ | naḥ || citra-bhānuḥ | uṣasām | bhāti | agre | apām | garbhaḥ | pra-svaḥ | ā | viveśa ||7.9.3||,
7,9,4,a,7-9-4-A,īḻenyo vo manuṣo yugeṣu samanagā aśucaj jātavedāḥ,"Seeking our gatherings, he, your Jatavedas, hath shone adorable through human ages,",ईळेन्यो वो मनुषो युगेषु समनगा अशुचज्जातवेदाः,7-9-4,īḷenyaḥ | vaḥ | manuṣaḥ | yugeṣu | samana-gāḥ | aśucat | jāta-vedāḥ || su-saṁdr̥śā | bhānunā | yaḥ | vi-bhāti | prati | gāvaḥ | sam-idhānam | budhanta ||7.9.4||,
7,9,4,b,7-9-4-B,susaṁdṛśā bhānunā yo vibhāti prati gāvaḥ samidhānam budhanta,Who gleams refulgent with his lovely lustre: the kine have waked to meet him when enkindled.,सुसंदृशा भानुना यो विभाति प्रति गावः समिधानं बुधन्त ,7-9-4,īḷenyaḥ | vaḥ | manuṣaḥ | yugeṣu | samana-gāḥ | aśucat | jāta-vedāḥ || su-saṁdr̥śā | bhānunā | yaḥ | vi-bhāti | prati | gāvaḥ | sam-idhānam | budhanta ||7.9.4||,
7,9,5,a,7-9-5-A,agne yāhi dūtyam mā riṣaṇyo devām̐ acchā brahmakṛtā gaṇena,"Go on thy message to the Gods, and fail not, O Agni, with their band who pray and worship.",अग्ने याहि दूत्यं मा रिषण्यो देवाँ अच्छा ब्रह्मकृता गणेन,7-9-5,agne | yāhi | dūtyam | mā | riṣaṇyaḥ | devān | accha | brahma-kr̥tā | gaṇena || sarasvatīm | marutaḥ | aśvinā | apaḥ | yakṣi | devān | ratna-dheyāya | viśvān ||7.9.5||,
7,9,5,b,7-9-5-B,sarasvatīm maruto aśvināpo yakṣi devān ratnadheyāya viśvān,"Bring all the Gods that they may give us riches, Sarasvati, the Maruts, Asvins, Waters.",सरस्वतीं मरुतो अश्विनापो यक्षि देवान्रत्नधेयाय विश्वान् ,7-9-5,agne | yāhi | dūtyam | mā | riṣaṇyaḥ | devān | accha | brahma-kr̥tā | gaṇena || sarasvatīm | marutaḥ | aśvinā | apaḥ | yakṣi | devān | ratna-dheyāya | viśvān ||7.9.5||,
7,9,6,a,7-9-6-A,tvām agne samidhāno vasiṣṭho jarūthaṁ han yakṣi rāye puraṁdhim,"Vasistha, when enkindling thee, O Agni, hath slain jarutha. Give us wealth in plenty.",त्वामग्ने समिधानो वसिष्ठो जरूथं हन्यक्षि राये पुरंधिम्,7-9-6,tvām | agne | sam-idhānaḥ | vasiṣṭhaḥ | jarūtham | han | yakṣi | rāye | puram-dhim || puru-nīthā | jāta-vedaḥ | jarasva | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.9.6||,
7,9,6,b,7-9-6-B,puruṇīthā jātavedo jarasva yūyam pāta svastibhiḥ sadā naḥ,"Sing praise in choral song, O Jatavedas. Ye Gods, preserve us evermore with blessings.",पुरुणीथा जातवेदो जरस्व यूयं पात स्वस्तिभिः सदा नः ,7-9-6,tvām | agne | sam-idhānaḥ | vasiṣṭhaḥ | jarūtham | han | yakṣi | rāye | puram-dhim || puru-nīthā | jāta-vedaḥ | jarasva | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.9.6||,
7,10,1,a,7-10-1-A,uṣo na jāraḥ pṛthu pājo aśred davidyutad dīdyac chośucānaḥ,"HE hath sent forth, bright, radiant, and refulgent, like the Dawn's Lover, his far-spreading lustre.",उषो न जारः पृथु पाजो अश्रेद्दविद्युतद्दीद्यच्छोशुचानः,7-10-1,uṣaḥ | na | jāraḥ | pr̥thu | pājaḥ | aśret | davidyutat | dīdyat | śośucānaḥ || vr̥ṣā | hariḥ | śuciḥ | ā | bhāti | bhāsā | dhiyaḥ | hinvānaḥ | uśatīḥ | ajīgariti ||7.10.1||,
7,10,1,b,7-10-1-B,vṛṣā hariḥ śucir ā bhāti bhāsā dhiyo hinvāna uśatīr ajīgaḥ,Pure in his splendour shines the golden Hero: our longing thoughts hath he aroused and wakened.,वृषा हरिः शुचिरा भाति भासा धियो हिन्वान उशतीरजीगः ,7-10-1,uṣaḥ | na | jāraḥ | pr̥thu | pājaḥ | aśret | davidyutat | dīdyat | śośucānaḥ || vr̥ṣā | hariḥ | śuciḥ | ā | bhāti | bhāsā | dhiyaḥ | hinvānaḥ | uśatīḥ | ajīgariti ||7.10.1||,
7,10,2,a,7-10-2-A,svar ṇa vastor uṣasām aroci yajñaṁ tanvānā uśijo na manma,"He, like the Sun, hath shone while Morn is breaking, and priests who weave the sacrifice sing praises,",स्वर्ण वस्तोरुषसामरोचि यज्ञं तन्वाना उशिजो न मन्म,7-10-2,svaḥ | na | vastoḥ | uṣasām | aroci | yajñam | tanvānāḥ | uśijaḥ | na | manma || agniḥ | janmāni | devaḥ | ā | vi | vidvān | dravat | dūtaḥ | deva-yāvā | vaniṣṭhaḥ ||7.10.2||,
7,10,2,b,7-10-2-B,agnir janmāni deva ā vi vidvān dravad dūto devayāvā vaniṣṭhaḥ,"Agni, the God, who knows their generations and visits Gods, most bounteous, rapid envoy.",अग्निर्जन्मानि देव आ वि विद्वान्द्रवद्दूतो देवयावा वनिष्ठः ,7-10-2,svaḥ | na | vastoḥ | uṣasām | aroci | yajñam | tanvānāḥ | uśijaḥ | na | manma || agniḥ | janmāni | devaḥ | ā | vi | vidvān | dravat | dūtaḥ | deva-yāvā | vaniṣṭhaḥ ||7.10.2||,
7,10,3,a,7-10-3-A,acchā giro matayo devayantīr agniṁ yanti draviṇam bhikṣamāṇāḥ,"Our songs and holy hymns go forth to Agni, seeking the God and asking him for riches,",अच्छा गिरो मतयो देवयन्तीरग्निं यन्ति द्रविणं भिक्षमाणाः,7-10-3,accha | giraḥ | matayaḥ | deva-yantīḥ | agnim | yanti | draviṇam | bhikṣamāṇāḥ || su-saṁdr̥śam | su-pratīkam | su-añcam | havya-vāham | aratim | mānuṣāṇām ||7.10.3||,
7,10,3,b,7-10-3-B,susaṁdṛśaṁ supratīkaṁ svañcaṁ havyavāham aratim mānuṣāṇām,"Him fair to see, of goodly aspect, mighty, men's messenger who carries their oblations.",सुसंदृशं सुप्रतीकं स्वञ्चं हव्यवाहमरतिं मानुषाणाम् ,7-10-3,accha | giraḥ | matayaḥ | deva-yantīḥ | agnim | yanti | draviṇam | bhikṣamāṇāḥ || su-saṁdr̥śam | su-pratīkam | su-añcam | havya-vāham | aratim | mānuṣāṇām ||7.10.3||,
7,10,4,a,7-10-4-A,indraṁ no agne vasubhiḥ sajoṣā rudraṁ rudrebhir ā vahā bṛhantam,"joined with the Vasus, Agni, bring thou Indra bring hither mighty Rudra with the Rudras,",इन्द्रं नो अग्ने वसुभिः सजोषा रुद्रं रुद्रेभिरा वहा बृहन्तम्,7-10-4,indram | naḥ | agne | vasu-bhiḥ | sa-joṣāḥ | rudram | rudrebhiḥ | ā | vaha | br̥hantam || ādityebhiḥ | aditim | viśva-janyām | br̥haspatim | r̥kva-bhiḥ | viśva-vāram ||7.10.4||,
7,10,4,b,7-10-4-B,ādityebhir aditiṁ viśvajanyām bṛhaspatim ṛkvabhir viśvavāram,"Aditi good to all men with Adityas, Brhaspati All-bounteous, with the Singers.",आदित्येभिरदितिं विश्वजन्यां बृहस्पतिमृक्वभिर्विश्ववारम् ,7-10-4,indram | naḥ | agne | vasu-bhiḥ | sa-joṣāḥ | rudram | rudrebhiḥ | ā | vaha | br̥hantam || ādityebhiḥ | aditim | viśva-janyām | br̥haspatim | r̥kva-bhiḥ | viśva-vāram ||7.10.4||,
7,10,5,a,7-10-5-A,mandraṁ hotāram uśijo yaviṣṭham agniṁ viśa īḻate adhvareṣu,"Men eagerly implore at sacrifices Agni, Most Youthful God, the joyous Herald.",मन्द्रं होतारमुशिजो यविष्ठमग्निं विश ईळते अध्वरेषु,7-10-5,mandram | hotāram | uśijaḥ | yaviṣṭham | agnim | viśaḥ | īḷate | adhvareṣu || saḥ | hi | kṣapā-vān | abhavat | rayīṇām | atandraḥ | dūtaḥ | yajathāya | devān ||7.10.5||,
7,10,5,b,7-10-5-B,sa hi kṣapāvām̐ abhavad rayīṇām atandro dūto yajathāya devān,"For he is Lord and Ruler over riches, and for Gods' worship an unwearied envoy.",स हि क्षपावाँ अभवद्रयीणामतन्द्रो दूतो यजथाय देवान् ,7-10-5,mandram | hotāram | uśijaḥ | yaviṣṭham | agnim | viśaḥ | īḷate | adhvareṣu || saḥ | hi | kṣapā-vān | abhavat | rayīṇām | atandraḥ | dūtaḥ | yajathāya | devān ||7.10.5||,
7,11,1,a,7-11-1-A,mahām̐ asy adhvarasya praketo na ṛte tvad amṛtā mādayante,"GREAT art thou, Agni, sacrifice's Herald: not without thee are deathless Gods made joyful.",महाँ अस्यध्वरस्य प्रकेतो न ऋते त्वदमृता मादयन्ते,7-11-1,mahān | asi | adhvarasya | pra-ketaḥ | na | r̥te | tvat | amr̥tāḥ | mādayante || ā | viśvebhiḥ | sa-ratham | yāhi | devaiḥ | ni | agne | hotā | prathamaḥ | sada | iha ||7.11.1||,
